Selite_en,Longitude,Latitude,N_GK25,E_GK25,Name_fi,Name_en
daycare,24.920092,60.163143,6672252,25495563,Päiväkoti Finnish American Kindergarten Ruoholahti,Day care Finnish American Kindergarten Ruoholahti
daycare,25.035149,60.185783,6674772,25501950,"Päiväkoti International Childc, Kaake","Day care International Childc, Kaake"
daycare,24.922794,60.16343,6672283,25495713,Päiväkoti Finnish American Kindergarten Kamppi,Day care Finnish American Kindergarten Kamppi
daycare,24.954302,60.15903,6671792,25497462,Päiväkoti Pyhän Marian lastentarha,Day care Pyhän Marian lastentarha
daycare,25.03633,60.18896,6675126,25502016,Päiväkoti Bumblebees Kindergarten Herttoniemi,Day care Bumblebees Kindergarten Herttoniemi
daycare,24.878002,60.159603,6671861,25493225,Päiväkoti Lauttasaari Playschool,Day care Lauttasaari Playschool
daycare,24.903841,60.16588,6672558,25494661,Päiväkoti Carousel Nursery,Day care Carousel Nursery
daycare,24.896074,60.216278,6678174,25494239,Päiväkoti Little English Kindergarten Haaga,Day care Little English Kindergarten Haaga
daycare,24.94091,60.200832,6676450,25496723,Päiväkoti Tiny Hands English Kindergarten,Day care Tiny Hands English Kindergarten
daycare,24.949547,60.156418,6671501,25497198,Kaivopuisto International Kindergarten,Kaivopuisto International Kindergarten
daycare,24.8815,60.147522,6670515,25493417,Päiväkoti Touhula Star Light,Day care Touhula Star Light
daycare,24.923775,60.197872,6676121,25495772,Päiväkoti Mi Casita,Day care Mi Casita
daycare,24.928524,60.19525,6675829,25496035,Päiväkoti Pequeño Mundo,
daycare,24.923775,60.197872,6676121,25495772,Päiväkoti Mi Casita,Day care Mi Casita
daycare,24.928549,60.167362,6672721,25496033,Päiväkoti Gan Jeladim,Day care Gan Jeladim
daycare,24.869864,60.207634,6677213,25492784,Päiväkoti Ranskalaisen koulun leikkikoulu,Day care Ranskalaisen koulun leikkikoulu
daycare,24.944138,60.1628,6672212,25496898,Päiväkoti Ranskalainen Jules Verne,Day care Ranskalainen Jules Verne
daycare,24.849907,60.180824,6674228,25491671,Päiväkoti L'lle aux tresors,Day care L'lle aux tresors
daycare,24.884062,60.238796,6680684,25493577,Päiväkoti Les galopins,Day care Les galopins
daycare,24.923752,60.163677,6672311,25495766,Päiväkoti Club des Cinq,Day care Club des Cinq
daycare,24.926908,60.195675,6675876,25495946,Päiväkoti Arcenciel Länsi-Pasila,
daycare,24.884062,60.238796,6680684,25493577,Päiväkoti Les galopins,Day care Les galopins
daycare,24.944138,60.1628,6672212,25496898,Päiväkoti Ranskalainen Jules Verne,Day care Ranskalainen Jules Verne
daycare,24.952124,60.163364,6672275,25497342,Päiväkoti Kindergarten und Vorschule,Day care Kindergarten und Vorschule
daycare,24.878555,60.157455,6671622,25493256,Päiväkoti Suomalais-Saksalainen pk,Day care Suomalais-Saksalainen pk
daycare,25.100842,60.27765,6685011,25505580,Ryhmäperhepäiväkoti Kindermaa,
daycare,24.990246,60.24352,6681204,25499460,Päiväkoti Tik-Tak Pukinmäki,day care Tik-Tak Pukinmäki
daycare,25.109526,60.236855,6680467,25506068,Päiväkoti Buratino,Day care Buratino
daycare,24.9399,60.197388,6676066,25496666,Päiväkoti Notka,Day care Notka
daycare,25.105738,60.23988,6680804,25505857,Päiväkoti Ulibka,Day care Ulibka
daycare,24.841318,60.280277,6685310,25491221,Suomalais-venäläinen päiväkoti Matrjoshka,
daycare,24.898039,60.23889,6680693,25494352,Päiväkoti Kalinka,Day care Kalinka
daycare,24.737736,60.176655,6673784,25485444,Anni Lastentarha,
daycare,24.940813,60.199215,6676270,25496717,Päiväkoti Anni Lastentarha,Day care Anni Lastentarha
daycare,24.940813,60.199215,6676270,25496717,Päiväkoti Anni Lastentarha,Day care Anni Lastentarha
daycare,25.100344,60.212627,6677767,25505563,Leikkipuisto Rusthollari,Playground Rusthollari
daycare,24.598473,60.19323,6675669,25477726,Kylätalo Palttinan asukaspuisto,
daycare,25.08704,60.234943,6680252,25504822,Perhetalo Naapuri,Family House Naapuri
daycare,25.043625,60.210014,6677472,25502419,Leikkipuisto Hilleri,Playground Hilleri
daycare,25.070223,60.231907,6679913,25503891,Leikkipuisto Kurkimäki,Playground Kurkimäki
daycare,24.866663,60.20495,6676915,25492606,Leikkipuisto Ulvila,Playground Ulvila
daycare,25.084251,60.20601,6677028,25504672,Leikkipuisto Iso-Antti,Playground Iso-Antti
daycare,24.868902,60.21856,6678430,25492733,Leikkipuisto Strömberg,Playground Strömberg
daycare,24.764357,60.229877,6679708,25486942,Karakallion asukaspuisto,
daycare,24.822811,60.21418,6677949,25490177,Perkkaan asukaspuisto,
daycare,25.00353,60.232456,6679972,25500196,Leikkipuisto Salpausselkä,Playground Salpausselkä
daycare,25.01772,60.248413,6681750,25500981,Leikkipuisto Filpus,Playground Filpus
daycare,24.668592,60.201733,6676595,25481620,Suvelan asukaspuisto,
daycare,25.038631,60.18667,6674871,25502143,Leikkipuisto Tuorinniemi,Playground Tuorinniemi
daycare,25.141008,60.204025,6676812,25507820,Leikkipuisto Mustakivi,Playground Mustakivi
daycare,24.946676,60.25839,6682862,25497048,Leikkipuisto ja perhetalo Torpparinmäki,Playground ja perhetalo Torpparinmäki
daycare,24.892397,60.213123,6677822,25494034,Leikkipuisto Isonneva,Playground Isonneva
daycare,24.959187,60.228737,6679558,25497738,Leikkipuisto Mäkitorppa,Playground Mäkitorppa
daycare,25.075626,60.235863,6680354,25504190,Leikkipuisto Kiikku,Playground Kiikku
daycare,25.06702,60.221577,6678761,25503715,Leikkipuisto Myllynsiipi,Playground Myllynsiipi
daycare,25.013237,60.23739,6680521,25500733,Leikkipuisto Maasälpä,Playground Maasälpä
daycare,24.81927,60.23028,6679743,25489985,Leppävaaran asukaspuisto,
daycare,24.87243,60.19978,6676338,25492925,Leikkipuisto Munkki,Playground Munkki
daycare,24.92824,60.230347,6679739,25496024,Leikkipuisto Maunula,Playground Maunula
daycare,25.075104,60.16439,6672391,25504170,Leikkipuisto Puuskakulma,Playground Puuskakulma
daycare,24.921968,60.198483,6676189,25495672,Leikkipuisto Sanna,Playground Sanna
daycare,25.083124,60.262413,6683312,25504602,Leikkipuisto Jakomäki,Playground Jakomäki
daycare,25.039846,60.17141,6673171,25502212,Leikkipuisto Rudolf,Playground Rudolf
daycare,24.959885,60.178574,6673969,25497774,Perhetalo Sahrami,Family House Sahrami
daycare,25.015154,60.25734,6682744,25500839,Leikkipuisto Kotinummi,Playground Kotinummi
daycare,24.881948,60.243,6681152,25493461,Leikkipuisto Kannelmäki,Playground Kannelmäki
daycare,25.137627,60.201912,6676576,25507633,Perhetalo Kajuutta,Family House Kajuutta
daycare,24.877707,60.231785,6679903,25493224,Leikkipuisto Laurinniitty,Playground Laurinniitty
daycare,24.975933,60.204937,6676906,25498665,Leikkipuisto Arabia,Playground Arabia
daycare,25.12394,60.28358,6685675,25506857,Nissaksen asukaspuisto,
daycare,24.857878,60.244473,6681319,25492128,Leikkipuisto Piika,Playground Piika
daycare,24.942123,60.20997,6677468,25496791,Leikkipuisto Kimmo,Playground Kimmo
daycare,25.122543,60.23536,6680302,25506789,Leikkipuisto Mellunmäki,Playground Mellunmäki
daycare,24.94653,60.18945,6675181,25497033,Leikkipuisto Brahe,Playground Brahe
daycare,24.908485,60.19374,6675662,25494923,Leikkipuisto Tullinpuomi,Playground Tullinpuomi
daycare,25.139914,60.211563,6677652,25507757,Leikkipuisto Lohikäärmepuisto,Playground Lohikäärmepuisto
daycare,24.876163,60.160706,6671984,25493124,Leikkipuisto Lahnalahti,Playground Lahnalahti
daycare,25.028519,60.273445,6684539,25501578,Leikkipuisto Tapuli,Playground Tapuli
daycare,24.960117,60.242825,6681128,25497791,Leikkipuisto Etupelto,Playground Etupelto
daycare,24.99045,60.244904,6681359,25499471,Leikkipuisto Unikko,Playground Unikko
daycare,24.941435,60.159634,6671859,25496748,Leikkipuisto Seppä,Playground Seppä
daycare,24.919838,60.176548,6673746,25495551,Leikkipuisto Taivallahti,Playground Taivallahti
daycare,24.944254,60.18257,6674415,25496907,Leikkipuisto Linja,Playground Linja
daycare,25.033724,60.19785,6676117,25501871,Leikkipuisto Herttoniemi,Playground Herttoniemi
daycare,24.848387,60.27317,6684518,25491610,Vihertien asukaspuisto,
daycare,25.032799,60.229866,6679684,25501817,Leikkipuisto Viikkari,Playground Viikkari
daycare,24.942041,60.198338,6676172,25496785,Leikkipuisto Lehdokki,Playground Lehdokki
daycare,25.001404,60.270622,6684224,25500078,Leikkipuisto Kesanto,Playground Kesanto
daycare,25.057047,60.27082,6684247,25503157,Leikkipuisto Nurkka,Playground Nurkka
daycare,24.862585,60.229073,6679603,25492385,Leikkipuisto Nuoli,Playground Nuoli
daycare,24.853193,60.252544,6682219,25491871,Leikkipuisto Kaunokki,Playground Kaunokki
daycare,25.016573,60.267635,6683891,25500917,Leikkipuisto Kurranummi,Playground Kurranummi
daycare,25.06146,60.203224,6676717,25503408,Leikkipuisto Roihuvuori,Playground Roihuvuori
daycare,24.959856,60.21159,6677648,25497774,Leikkipuisto Intia,Playground Intia
daycare,24.853165,60.23311,6680053,25491864,Leikkipuisto Vähätupa,Playground Vähätupa
daycare,24.985762,60.260353,6683080,25499212,Leikkipuisto Tervapääsky,Playground Tervapääsky
daycare,25.006727,60.28031,6685304,25500372,Leikkipuisto Linnunrata,Playground Linnunrata
daycare,24.986801,60.275494,6684767,25499270,Leikkipuisto Jalopeura,Playground Jalopeura
daycare,24.933235,60.254265,6682403,25496303,Leikkipuisto Soihtu,Playground Soihtu
daycare,25.049177,60.15239,6671052,25502731,Leikkipuisto Santahamina,Playground Santahamina
daycare,25.05792,60.18132,6674276,25503214,Leikkipuisto Kiiltotähti,Playground Kiiltotähti
daycare,25.06948,60.353107,6693417,25503836,Korson asukaspuisto,
daycare,24.889421,60.203518,6676753,25493868,Leikkipuisto Viiri,Playground Viiri
daycare,24.996552,60.251804,6682127,25499809,Leikkipuisto Traktori,Playground Traktori
daycare,25.121393,60.20213,6676599,25506732,Leikkipuisto Haruspuisto,Playground Haruspuisto
daycare,25.062754,60.236053,6680374,25503477,Leikkipuisto Kipinäpuisto,Playground Kipinäpuisto
daycare,24.934402,60.159683,6671866,25496357,Perhetalo Betania,Family House Betania
daycare,24.918232,60.16121,6672037,25495460,Leikkipuisto Ruoholahti,Playground Ruoholahti
daycare,24.960335,60.19805,6676139,25497800,Leikkipuisto Vallila,Playground Vallila
daycare,25.08367,60.241936,6681031,25504635,Leikkipuisto Lampi,Playground Lampi
daycare,24.938255,60.173855,6673444,25496573,Leikkipuisto Loru,
daycare,24.744808,60.22786,6679487,25485858,Viherkallion asukaspuisto,
daycare,24.731514,60.16832,6672856,25485095,Olarin asukaspuisto,
daycare,24.746494,60.157536,6671652,25485922,Matinkylän asukaspuisto,
health,25.084078,60.237747,6680564,25504658,Kontulan terveysasema,Kontula Health Station
health,24.797804,60.178467,6673974,25488778,Tapiolan terveysasema,Tapiola Health Centre
health,24.853888,60.226192,6679283,25491903,Pitäjänmäen terveysasema,Pitäjänmäki Health Station
health,24.876303,60.20155,6676535,25493140,Munkkiniemen terveysasema,Munkkiniemi Health Station
health,24.748194,60.15982,6671906,25486017,Ison Omenan terveysasema,Iso Omena Health Centre
health,24.917477,60.193058,6675585,25495422,Laakson terveysasema,Laakso Health Station
health,25.001265,60.25394,6682365,25500070,Malmin terveysasema,Malmi Health Station
health,24.653416,60.20247,6676681,25480779,Samarian terveysasema,Samaria Health Centre
health,24.941353,60.249054,6681823,25496752,Paloheinän terveysasema,Paloheinä Health Station
health,24.879354,60.23924,6680734,25493317,Kannelmäen terveysasema,Kannelmäki Health Station
health,25.076681,60.225864,6679240,25504250,Myllypuron terveysasema,Myllypuro Health Station
health,24.785982,60.21798,6678378,25488136,Kilon terveysasema,Kilo Health Centre
health,25.146616,60.205997,6677033,25508130,Vuosaaren terveysasema,Vuosaari Health Station
health,25.07861,60.34955,6693021,25504340,Korson terveysasema,Korso Health Centre
health,24.660702,60.1488,6670700,25481152,Espoonlahden terveysasema,Espoonlahti Health Centre
health,25.11264,60.24174,6681011,25506239,Länsimäen terveysasema,Länsimäki social and health centre
health,24.813969,60.221733,6678792,25489689,Leppävaaran terveysasema,Leppävaara Health Centre
health,24.716194,60.21447,6678002,25484266,Kauniaisten terveysasema,Kauniainen Health Centre
health,24.851295,60.27736,6684984,25491772,Martinlaakson sosiaali- ja terveysasema,Martinlaakso Social and Health Centre
health,24.882812,60.16102,6672018,25493493,Lauttasaaren terveysasema,Lauttasaari Health Station
health,24.864178,60.247055,6681606,25492478,Malminkartanon terveysasema,Malminkartano Health Station
health,24.940794,60.16009,6671910,25496712,Viiskulman terveysasema,Viiskulma Health Station
health,24.654642,60.203487,6676794,25480848,Oma Lääkärisi Espoontori,
health,24.904142,60.222244,6678838,25494687,Haagan terveysasema,Haaga Health Station
health,24.740034,60.160015,6671929,25485564,Ison Omenan palvelutori,Iso Omena Service Centre
health,24.933016,60.234814,6680236,25496289,Maunulan terveysasema,Maunula Health Station
health,24.856047,60.26087,6683146,25492031,Myyrmäen sosiaali- ja terveysasema,Myyrmäki Social and Health Centre
health,24.980522,60.187828,6674999,25498919,Kaupungin keskitetty ehkäisyneuvonta,Centralised contraceptive advice
health,24.856047,60.26087,6683146,25492031,"Myyrmäen sosiaali- ja terveysasema, perhepalvelut",Myyrmäki Social and Health Centre
health,25.059443,60.319508,6689672,25503285,Koivukylän sosiaali- ja terveysasema,Koivukylä Social and Health Centre
health,24.741442,60.227703,6679470,25485672,Viherlaakson terveysasema,Viherlaakso Health Centre
health,25.034882,60.274975,6684710,25501930,Puistolan terveysasema,Puistola Health Station
health,25.009506,60.23427,6680174,25500527,Pihlajamäen terveysasema,Pihlajamäki Health Station
health,24.740208,60.306164,6688212,25485638,Kalajärven terveysasema,Kalajärvi Health Centre
health,24.915346,60.18486,6674672,25495303,Nuorten terveystarkastukset,Health controls for young people
health,24.963799,60.227764,6679450,25497994,Oulunkylän terveysasema,Oulunkylä Health Station
health,25.105133,60.27851,6685108,25505817,Hakunilan terveysasema,Hakunila Health Centre
health,24.918402,60.180748,6674214,25495472,Töölön terveysasema,Töölö Health Station
health,25.07523,60.26017,6683062,25504165,Jakomäen terveysasema,Jakomäki Health Station
health,25.066422,60.23697,6680477,25503680,Kivikon terveysasema,Kivikko Health Station
health,24.635641,60.154816,6671377,25479764,Kivenlahden terveysasema,Kivenlahti Health Centre
health,24.99842,60.275635,6684782,25499913,Suutarilan terveysasema,Suutarila Health Station
health,25.055822,60.178677,6673981,25503098,Laajasalon terveysasema,Laajasalo Health Station
health,24.980522,60.187828,6674999,25498919,Kalasataman terveysasema,Kalasatama health station
health,25.038286,60.292736,6686689,25502117,Tikkurilan sosiaali- ja terveysasema,Tikkurila Social and Health Centre
health,24.980522,60.187828,6674999,25498919,Kalasataman terveysasema,Kalasatama health station
health,24.864178,60.247055,6681606,25492478,Malminkartanon terveysasema,Malminkartano Health Station
health,24.797804,60.178467,6673974,25488778,Tapiolan terveysasema,Tapiola Health Centre
health,24.853888,60.226192,6679283,25491903,Pitäjänmäen terveysasema,Pitäjänmäki Health Station
health,24.876303,60.20155,6676535,25493140,Munkkiniemen terveysasema,Munkkiniemi Health Station
health,24.980522,60.187828,6674999,25498919,Kaupungin keskitetty ehkäisyneuvonta,Centralised contraceptive advice
health,25.146616,60.205997,6677033,25508130,Vuosaaren terveysasema,Vuosaari Health Station
health,24.940794,60.16009,6671910,25496712,Viiskulman terveysasema,Viiskulma Health Station
health,24.785982,60.21798,6678378,25488136,Kilon terveysasema,Kilo Health Centre
health,24.879354,60.23924,6680734,25493317,Kannelmäen terveysasema,Kannelmäki Health Station
health,25.07861,60.34955,6693021,25504340,Korson terveysasema,Korso Health Centre
health,24.917477,60.193058,6675585,25495422,Laakson terveysasema,Laakso Health Station
health,25.055822,60.178677,6673981,25503098,Laajasalon terveysasema,Laajasalo Health Station
health,25.045023,60.2908,6686473,25502490,"Maahanmuuttajapalvelut/sosiaali- ja terveyspalvelut, ajanvarausasiakkaat","Multi-service office for immigrants/Social- and health care, appointments"
health,25.059443,60.319508,6689672,25503285,Koivukylän sosiaali- ja terveysasema,Koivukylä Social and Health Centre
health,24.740034,60.160015,6671929,25485564,Ison Omenan palvelutori,Iso Omena Service Centre
health,25.105133,60.27851,6685108,25505817,Hakunilan terveysasema,Hakunila Health Centre
health,24.740208,60.306164,6688212,25485638,Kalajärven terveysasema,Kalajärvi Health Centre
health,24.963799,60.227764,6679450,25497994,Oulunkylän terveysasema,Oulunkylä Health Station
health,24.813969,60.221733,6678792,25489689,Leppävaaran terveysasema,Leppävaara Health Centre
health,25.034882,60.274975,6684710,25501930,Puistolan terveysasema,Puistola Health Station
health,25.084078,60.237747,6680564,25504658,Kontulan terveysasema,Kontula Health Station
health,24.940523,60.167847,6672775,25496698,Psykoterapiakeskus Vastaamo Mannerheimintie,
health,24.856047,60.26087,6683146,25492031,"Myyrmäen sosiaali- ja terveysasema, perhepalvelut",Myyrmäki Social and Health Centre
health,25.066422,60.23697,6680477,25503680,Kivikon terveysasema,Kivikko Health Station
health,24.635641,60.154816,6671377,25479764,Kivenlahden terveysasema,Kivenlahti Health Centre
health,25.076681,60.225864,6679240,25504250,Myllypuron terveysasema,Myllypuro Health Station
health,24.660702,60.1488,6670700,25481152,Espoonlahden terveysasema,Espoonlahti Health Centre
health,25.038286,60.292736,6686689,25502117,Tikkurilan sosiaali- ja terveysasema,Tikkurila Social and Health Centre
health,24.653416,60.20247,6676681,25480779,Samarian terveysasema,Samaria Health Centre
health,24.882812,60.16102,6672018,25493493,Lauttasaaren terveysasema,Lauttasaari Health Station
health,25.07523,60.26017,6683062,25504165,Jakomäen terveysasema,Jakomäki Health Station
health,24.748194,60.15982,6671906,25486017,Ison Omenan terveysasema,Iso Omena Health Centre
health,25.001265,60.25394,6682365,25500070,Malmin terveysasema,Malmi Health Station
health,24.654642,60.203487,6676794,25480848,Oma Lääkärisi Espoontori,
health,24.856047,60.26087,6683146,25492031,Myyrmäen sosiaali- ja terveysasema,Myyrmäki Social and Health Centre
health,24.941353,60.249054,6681823,25496752,Paloheinän terveysasema,Paloheinä Health Station
health,24.915346,60.18486,6674672,25495303,Nuorten terveystarkastukset,Health controls for young people
health,24.99842,60.275635,6684782,25499913,Suutarilan terveysasema,Suutarila Health Station
health,24.716194,60.21447,6678002,25484266,Kauniaisten terveysasema,Kauniainen Health Centre
health,24.904142,60.222244,6678838,25494687,Haagan terveysasema,Haaga Health Station
health,25.009506,60.23427,6680174,25500527,Pihlajamäen terveysasema,Pihlajamäki Health Station
health,24.933016,60.234814,6680236,25496289,Maunulan terveysasema,Maunula Health Station
health,25.11264,60.24174,6681011,25506239,Länsimäen terveysasema,Länsimäki social and health centre
health,24.851295,60.27736,6684984,25491772,Martinlaakson sosiaali- ja terveysasema,Martinlaakso Social and Health Centre
health,24.741442,60.227703,6679470,25485672,Viherlaakson terveysasema,Viherlaakso Health Centre
health,24.918402,60.180748,6674214,25495472,Töölön terveysasema,Töölö Health Station
health,24.851374,60.26623,6683744,25491773,Vaskivuoren koulun hammashoitola,Dental clinic at Vaskivuoren koulu
health,25.10891,60.29485,6686928,25506023,Itä-Hakkilan koulun hammashoitola,Dental clinic at Itä-Hakkilan koulu
health,24.635641,60.154816,6671377,25479764,Kivenlahden hammashoitola,
health,24.90965,60.28175,6685467,25495001,Ylästön koulun hammashoitola,Dental clinic at Ylästön koulu
health,25.031227,60.30961,6688568,25501726,Leinikkitien hammashoitola,Dental clinic on Leinikkitie
health,25.07523,60.26017,6683062,25504165,Jakomäen hammashoitola,Jakomäki Dental Clinic
health,24.958063,60.172195,6673258,25497672,Vironniemen terveysaseman hammashoitola,Vironniemi Health Station Dental Clinic
health,25.11264,60.24174,6681011,25506239,Länsimäen terveysasema,Länsimäki social and health centre
health,25.066422,60.23697,6680477,25503680,Kivikon terveysaseman hammashoitola,Kivikko Health Station Dental Clinic
health,25.121601,60.28021,6685298,25506728,Sotungin koulun hammashoitola,Dental clinic at Sotungin koulu
health,24.716194,60.21447,6678002,25484266,Kauniaisten terveysasema,Kauniainen Health Centre
health,24.933016,60.234814,6680236,25496289,Maunulan terveysaseman hammashoitola,Maunula Health Station Dental Clinic
health,24.705503,60.23907,6680745,25483686,Järvenperän hammashoitola,
health,24.776604,60.27834,6685105,25487639,Askiston koulu/ siirtyvä hoitola,Askiston koulu / ambulatory clinic
health,25.034904,60.31681,6689371,25501929,Simonkylän koulun hammashoitola,Dental clinic at Simonkylän koulu
health,24.897274,60.206013,6677030,25494304,Ruskeasuon hammashoitola,Ruskeasuo Dental Clinic
health,25.001183,60.254093,6682382,25500065,Malmin terveysaseman hammashoitola,Malmi Health Station Dental Clinic
health,25.054232,60.301773,6687696,25502999,Tennistien hammashoitola,Dental clinic on Tennistie
health,25.055725,60.35641,6693784,25503076,Vierumäen koulun hammashoitola,Dental clinic at Vierumäen koulu
health,25.07776,60.209606,6677428,25504312,Itäkadun neuvolahammashoito,Itäkatu dental clinic at maternity and child health guidance
health,24.853888,60.226192,6679283,25491903,Pitäjänmäen terveysaseman hammashoitola,Pitäjänmäki Health Station Dental Clinic
health,24.90827,60.190327,6675281,25494911,Espoolaisten hammashoidon viikonloppu ja pyhäpäivystys,
health,24.856047,60.26087,6683146,25492031,Myyrmäen sosiaali- ja terveysasema,Myyrmäki Social and Health Centre
health,24.653416,60.20247,6676681,25480779,Samarian hammashoitola,
health,25.055986,60.178337,6673943,25503107,Laajasalon terveysaseman hammashoitola,Laajasalo Health Station Dental Clinic
health,25.082468,60.356384,6693783,25504552,Leppäkorven koulun hammashoitola,Dental clinic at Leppäkorven koulu
health,25.066628,60.318356,6689544,25503682,Kytöpuiston koulun hammashoitola,Dental clinic in Kytöpuisto koulu
health,24.904142,60.222244,6678838,25494687,Haagan terveysaseman hammashoitola,Haaga Health Station Dental Clinic
health,24.864178,60.247055,6681606,25492478,Malminkartanon terveysaseman hammashoitola,Malminkartano Health Station Dental Clinic
health,24.739328,60.15428,6671290,25485522,Tiistilän hammashoitola,
health,25.051582,60.194855,6675783,25502861,Porolahden hammashoitola,Porolahti Dental Clinic
health,25.064875,60.345497,6692568,25503582,Kulomäen koulu/ siirtyvä hoitola,Kulomäen koulu / ambulatory clinic
health,24.963799,60.227764,6679450,25497994,Oulunkylän terveysaseman hammashoitola,Oulunkylä Health Station Dental Clinic
health,25.063608,60.282772,6685579,25503519,Kuusikon koulu/ siirtyvä hoitola,Kuusikon koulu / ambulatory clinic
health,25.084078,60.237747,6680564,25504658,Kontulan terveysaseman hammashoitola,Kontula Health Station Dental Clinic
health,24.845423,60.31657,6689353,25491457,Kivistön koulu/ siirtyvä hoitola,Kivistön koulu / ambulatory clinic
health,24.918402,60.180748,6674214,25495472,Kivelän hammashoitola,Kivelä Dental Clinic
health,25.146616,60.205997,6677033,25508130,Vuosaaren terveysasema,Vuosaari Health Station
health,24.941353,60.249054,6681823,25496752,Paloheinän terveysaseman hammashoitola,Paloheinä Health Station Dental Clinic
health,25.032566,60.190666,6675316,25501807,Herttoniemenrannan hammashoitola,Herttoniemenranta Dental Clinic
health,24.740208,60.306164,6688212,25485638,Kalajärven hammashoitola,
health,25.112425,60.34683,6692720,25506208,Jokivarren koulu/ siirtyvä hoitola,Jokivarren koulu / ambulatory clinic
health,24.785982,60.21798,6678378,25488136,Kilon hammashoidon arkipäivystys,
health,25.076681,60.225864,6679240,25504250,Myllypuron terveysaseman hammashoitola,Myllypuro Health Station Dental Clinic
health,24.882812,60.16102,6672018,25493493,Lauttasaaren hammashoitola,Lauttasaari Dental Clinic
health,25.146616,60.205997,6677033,25508130,Vuosaaren terveysaseman hammashoitola,Vuosaari Health Station Dental Clinic
health,25.075296,60.332867,6691162,25504159,Rekolan koulun hammashoitola,Dental clinic at Rekolan koulu
health,24.844063,60.276505,6684890,25491371,Martinlaakson koulun hammashoitola,Dental clinic at Martinlaakson koulu
health,25.05902,60.331196,6690974,25503260,Yhteispäivystys,
health,24.725748,60.17088,6673143,25484776,Kuitinmäen hammashoitola,
health,24.777496,60.162254,6672171,25487645,Haukilahden hammashoitola,
health,25.134224,60.345303,6692552,25507411,Nikinmäen opetuspiste/ siirtyvä hoitola,Nikinmäen opetuspiste / ambulatory clinic
health,24.785688,60.26569,6683694,25488137,Tuomelan koulu/ siirtyvä hoitola,Tuomelan koulu / ambulatory clinic
health,24.751293,60.276043,6684854,25486238,Juvanpuiston hammashoitola,
health,24.861082,60.327446,6690563,25492325,Kanniston koulun hammashoitola,Dental clinic at Kanniston koulu
health,25.009506,60.23427,6680174,25500527,Pihlajamäen hammashoitola,Pihlajamäki Dental Clinic
health,24.813969,60.221733,6678792,25489689,Leppävaaran hammashoitola,
health,24.815876,60.269325,6684094,25489809,Hämeenkylän koulun hammashoitola,Dental clinic at Hämeenkylän koulu
health,25.038286,60.292736,6686689,25502117,Tikkurilan sosiaali- ja terveysasema,Tikkurila Social and Health Centre
health,24.876303,60.20155,6676535,25493140,Munkkiniemen terveysaseman hammashoitola,Munkkiniemi Health Station Dental Clinic
health,24.665539,60.196182,6675977,25481448,Jalavapuiston hammashoitola,
health,25.034311,60.27546,6684764,25501899,Puistolan hammashoitola,Puistola Dental Clinic
health,25.025156,60.326805,6690484,25501390,Ilolan koulu/ siirtyvä hoitola,Ilolan koulu / ambulatory clinic
health,24.772648,60.232777,6680029,25487403,Rastaalan hammashoitola,
health,24.993643,60.24321,6681170,25499648,Pukinmäen hammashoitola,Pukinmäki Dental Clinic
health,25.051558,60.30017,6687517,25502851,Tikkurilan lukion hammashoitola,Dental clinic at Tikkurilan lukio
health,25.07486,60.34981,6693049,25504133,Korson keskustan hammashoitola,Korso center dental clinic
health,24.958296,60.280502,6685326,25497693,Kartanonkosken hammashoitola,Dental clinic in Kartanonkoski
health,24.860432,60.280632,6685347,25492278,Kivimäen koulun hammashoitola,Dental clinic at Kivimäen koulu
health,24.879354,60.23924,6680734,25493317,Kannelmäen terveysaseman hammashoitola,Kannelmäki Health Station Dental Clinic
health,24.897274,60.206013,6677030,25494304,Mannerheimintien hammashoitola,Mannerheimintie dental clinic
health,25.076616,60.32492,6690276,25504233,Koivukylän koulun hammashoitola,Dental clinic at Koivukylän koulu
health,25.027994,60.298367,6687316,25501548,Peltolan koulun hammashoitola,Dental clinic at Peltolan koulu
health,25.092834,60.34246,6692232,25505127,Mikkolan koulun hammashoitola,Dental clinic at Mikkolan koulu
health,25.06405,60.22481,6679122,25503550,Myllymatkantien hammashoitola,Myllymatkantie Dental Clinic
health,25.09906,60.32455,6690237,25505473,Päiväkummun koulun hammashoitola,Dental clinic at Päiväkummun koulu
health,24.9037,60.192417,6675515,25494658,Meilahden hammashoitola,Meilahti Dental Clinic
health,25.023745,60.307026,6688280,25501313,Simonkallion koulun hammashoitola,Dental clinic at Simonkallion koulu
health,24.99842,60.275635,6684782,25499913,Suutarilan hammashoitola,Suutarila Dental Clinic
health,24.66458,60.166016,6672617,25481377,Nöykkiön hammashoitola,
health,24.684118,60.221855,6678833,25482492,Espoon sairaalan hammashoitola,
health,25.059443,60.319508,6689672,25503285,Koivukylän sosiaali- ja terveysasema,Koivukylä Social and Health Centre
health,24.806171,60.257362,6682762,25489268,Pähkinärinteen koulun hammashoitola,Dental clinic at Pähkinärinteen koulu
health,25.058458,60.335155,6691416,25503229,Rekolanmäen koulu/ siirtyvä hoitola,Rekolanmäen koulu / ambulatory clinic
health,24.797804,60.178467,6673974,25488778,Tapiolan hammashoitola,
health,24.806664,60.214886,6678030,25489282,Ruusulinnan hammashoitola,
health,24.918402,60.180748,6674214,25495472,Töölön terveysasema,Töölö Health Station
health,24.66203,60.149155,6670739,25481226,Espoonlahden hammashoitola,
